"TimeStamp","Path","Value"
"03_08_2022-17:36:34","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","840269.557438872"
"03_08_2022-17:36:34","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:34","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:34","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:34","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:34","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0168736737318484"
"03_08_2022-17:36:34","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0168736737318484"
"03_08_2022-17:36:35","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.7089777534384"
"03_08_2022-17:36:35","\\usni25pxed\physicaldisk(_total)\% idle time","97.7089777534384"
"03_08_2022-17:36:35","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:35","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00141088"
"03_08_2022-17:36:35","\\usni25pxed\memory\pages/sec","34.8067884839807"
"03_08_2022-17:36:35","\\usni25pxed\memory\available mbytes","22187"
"03_08_2022-17:36:35","\\usni25pxed\processor(_total)\% processor time","51.8452459683377"
"03_08_2022-17:36:35","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","74200.3382059614"
"03_08_2022-17:36:35","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:35","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:35","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:35","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:35","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0205200185020602"
"03_08_2022-17:36:35","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0205200185020602"
"03_08_2022-17:36:36","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.8243118694708"
"03_08_2022-17:36:36","\\usni25pxed\physicaldisk(_total)\% idle time","97.8243118694708"
"03_08_2022-17:36:36","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0002823"
"03_08_2022-17:36:36","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00132657647058824"
"03_08_2022-17:36:36","\\usni25pxed\memory\pages/sec","85.1694038581931"
"03_08_2022-17:36:36","\\usni25pxed\memory\available mbytes","21822"
"03_08_2022-17:36:36","\\usni25pxed\processor(_total)\% processor time","100"
"03_08_2022-17:36:36","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","14284.5358583286"
"03_08_2022-17:36:36","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:36","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:36","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:36","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:36","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0219379197883678"
"03_08_2022-17:36:36","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0219379197883678"
"03_08_2022-17:36:37","\\usni25pxed\physicaldisk(0 c:)\% idle time","96.848653796713"
"03_08_2022-17:36:37","\\usni25pxed\physicaldisk(_total)\% idle time","96.848653796713"
"03_08_2022-17:36:37","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:37","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","3.28788390889052E-05"
"03_08_2022-17:36:37","\\usni25pxed\memory\pages/sec","33.6506401753871"
"03_08_2022-17:36:37","\\usni25pxed\memory\available mbytes","21612"
"03_08_2022-17:36:37","\\usni25pxed\processor(_total)\% processor time","99.4524167119686"
"03_08_2022-17:36:37","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","31266.3521079602"
"03_08_2022-17:36:37","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:37","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:37","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:37","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:37","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0330736801437924"
"03_08_2022-17:36:37","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0330736801437924"
"03_08_2022-17:36:38","\\usni25pxed\physicaldisk(0 c:)\% idle time","99.306243863788"
"03_08_2022-17:36:38","\\usni25pxed\physicaldisk(_total)\% idle time","99.306243863788"
"03_08_2022-17:36:38","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.000263933333333333"
"03_08_2022-17:36:38","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","5.26185185185185E-05"
"03_08_2022-17:36:38","\\usni25pxed\memory\pages/sec","40.9945192279912"
"03_08_2022-17:36:38","\\usni25pxed\memory\available mbytes","21518"
"03_08_2022-17:36:38","\\usni25pxed\processor(_total)\% processor time","92.1840947043155"
"03_08_2022-17:36:38","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","269653.162941892"
"03_08_2022-17:36:38","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:38","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:38","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:38","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:38","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.00522608345043317"
"03_08_2022-17:36:38","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.00522608345043317"
"03_08_2022-17:36:39","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.5723587028978"
"03_08_2022-17:36:39","\\usni25pxed\physicaldisk(_total)\% idle time","97.5723587028978"
"03_08_2022-17:36:39","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.01071885"
"03_08_2022-17:36:39","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000122757142857143"
"03_08_2022-17:36:39","\\usni25pxed\memory\pages/sec","27.7033086457277"
"03_08_2022-17:36:39","\\usni25pxed\memory\available mbytes","21465"
"03_08_2022-17:36:39","\\usni25pxed\processor(_total)\% processor time","69.2727366455784"
"03_08_2022-17:36:39","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","718428.913705777"
"03_08_2022-17:36:39","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:39","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:39","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:39","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:39","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0238521340448317"
"03_08_2022-17:36:39","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0238521340448317"
"03_08_2022-17:36:40","\\usni25pxed\physicaldisk(0 c:)\% idle time","99.4359335660377"
"03_08_2022-17:36:40","\\usni25pxed\physicaldisk(_total)\% idle time","99.4359335660377"
"03_08_2022-17:36:40","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.00023908"
"03_08_2022-17:36:40","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","7.12108695652174E-05"
"03_08_2022-17:36:40","\\usni25pxed\memory\pages/sec","63.455777866704"
"03_08_2022-17:36:40","\\usni25pxed\memory\available mbytes","21401"
"03_08_2022-17:36:40","\\usni25pxed\processor(_total)\% processor time","57.7851221380509"
"03_08_2022-17:36:40","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","1005520.25607579"
"03_08_2022-17:36:40","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:40","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:40","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:40","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:40","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.00581367564653185"
"03_08_2022-17:36:40","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.00581367564653185"
"03_08_2022-17:36:41","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.6458122118967"
"03_08_2022-17:36:41","\\usni25pxed\physicaldisk(_total)\% idle time","97.6458122118967"
"03_08_2022-17:36:41","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:41","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000881896296296296"
"03_08_2022-17:36:41","\\usni25pxed\memory\pages/sec","7.91188376809794"
"03_08_2022-17:36:41","\\usni25pxed\memory\available mbytes","21347"
"03_08_2022-17:36:41","\\usni25pxed\processor(_total)\% processor time","44.1752999379993"
"03_08_2022-17:36:41","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","19957.7268050271"
"03_08_2022-17:36:41","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:41","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:41","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:41","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:41","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0236397893696409"
"03_08_2022-17:36:41","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0236397893696409"
"03_08_2022-17:36:42","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.7515092729684"
"03_08_2022-17:36:42","\\usni25pxed\physicaldisk(_total)\% idle time","97.7515092729684"
"03_08_2022-17:36:42","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:42","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000148488596491228"
"03_08_2022-17:36:42","\\usni25pxed\memory\pages/sec","181.099833975504"
"03_08_2022-17:36:42","\\usni25pxed\memory\available mbytes","21948"
"03_08_2022-17:36:42","\\usni25pxed\processor(_total)\% processor time","44.7419208814773"
"03_08_2022-17:36:42","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","30311.2176173918"
"03_08_2022-17:36:42","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:42","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:42","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:42","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:42","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0168462548453957"
"03_08_2022-17:36:42","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0168462548453957"
"03_08_2022-17:36:44","\\usni25pxed\physicaldisk(0 c:)\% idle time","98.5602001564838"
"03_08_2022-17:36:44","\\usni25pxed\physicaldisk(_total)\% idle time","98.5602001564838"
"03_08_2022-17:36:44","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:44","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000484442307692308"
"03_08_2022-17:36:44","\\usni25pxed\memory\pages/sec","102.071557116469"
"03_08_2022-17:36:44","\\usni25pxed\memory\available mbytes","22067"
"03_08_2022-17:36:44","\\usni25pxed\processor(_total)\% processor time","78.6948278033461"
"03_08_2022-17:36:44","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","12474.5316600205"
"03_08_2022-17:36:44","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:44","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:44","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:44","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:44","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0125853446660142"
"03_08_2022-17:36:44","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0125853446660142"
"03_08_2022-17:36:45","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.7146403640572"
"03_08_2022-17:36:45","\\usni25pxed\physicaldisk(_total)\% idle time","97.7146403640572"
"03_08_2022-17:36:45","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:45","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.0037302"
"03_08_2022-17:36:45","\\usni25pxed\memory\pages/sec","51.2761449174296"
"03_08_2022-17:36:45","\\usni25pxed\memory\available mbytes","21785"
"03_08_2022-17:36:45","\\usni25pxed\processor(_total)\% processor time","100"
"03_08_2022-17:36:45","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","13218.3985118874"
"03_08_2022-17:36:45","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:45","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:45","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:45","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:45","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0220919412075935"
"03_08_2022-17:36:45","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0220919412075935"
"03_08_2022-17:36:46","\\usni25pxed\physicaldisk(0 c:)\% idle time","95.9536760170081"
"03_08_2022-17:36:46","\\usni25pxed\physicaldisk(_total)\% idle time","95.9536760170081"
"03_08_2022-17:36:46","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:46","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","3.26438871473354E-05"
"03_08_2022-17:36:46","\\usni25pxed\memory\pages/sec","5.86172426917976"
"03_08_2022-17:36:46","\\usni25pxed\memory\available mbytes","21699"
"03_08_2022-17:36:46","\\usni25pxed\processor(_total)\% processor time","95.6111936012893"
"03_08_2022-17:36:46","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","35325.6813082118"
"03_08_2022-17:36:46","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:46","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:46","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:46","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:46","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0430868378306926"
"03_08_2022-17:36:46","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0430868378306926"
"03_08_2022-17:36:47","\\usni25pxed\physicaldisk(0 c:)\% idle time","98.3234061284841"
"03_08_2022-17:36:47","\\usni25pxed\physicaldisk(_total)\% idle time","98.3234061284841"
"03_08_2022-17:36:47","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:47","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00029435"
"03_08_2022-17:36:47","\\usni25pxed\memory\pages/sec","24.4777284981269"
"03_08_2022-17:36:47","\\usni25pxed\memory\available mbytes","21620"
"03_08_2022-17:36:47","\\usni25pxed\processor(_total)\% processor time","64.814360812416"
"03_08_2022-17:36:47","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","53156.8143156722"
"03_08_2022-17:36:47","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:47","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:47","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:47","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:47","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0151442907377984"
"03_08_2022-17:36:47","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0151442907377984"
"03_08_2022-17:36:48","\\usni25pxed\physicaldisk(0 c:)\% idle time","98.851664554396"
"03_08_2022-17:36:48","\\usni25pxed\physicaldisk(_total)\% idle time","98.851664554396"
"03_08_2022-17:36:48","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0001304"
"03_08_2022-17:36:48","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00155922857142857"
"03_08_2022-17:36:48","\\usni25pxed\memory\pages/sec","0.993372516581126"
"03_08_2022-17:36:48","\\usni25pxed\memory\available mbytes","21571"
"03_08_2022-17:36:48","\\usni25pxed\processor(_total)\% processor time","17.7287379516376"
"03_08_2022-17:36:48","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","411231.387551671"
"03_08_2022-17:36:48","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:48","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:48","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:48","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:48","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0109977491079436"
"03_08_2022-17:36:48","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0109977491079436"
"03_08_2022-17:36:49","\\usni25pxed\physicaldisk(0 c:)\% idle time","96.6640922345359"
"03_08_2022-17:36:49","\\usni25pxed\physicaldisk(_total)\% idle time","96.6640922345359"
"03_08_2022-17:36:49","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:49","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00126855384615385"
"03_08_2022-17:36:49","\\usni25pxed\memory\pages/sec","6.95364629841017"
"03_08_2022-17:36:49","\\usni25pxed\memory\available mbytes","21531"
"03_08_2022-17:36:49","\\usni25pxed\processor(_total)\% processor time","28.408956242435"
"03_08_2022-17:36:49","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","271426.642856057"
"03_08_2022-17:36:49","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:49","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:49","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:49","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:49","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0328662767105612"
"03_08_2022-17:36:49","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0328662767105612"
"03_08_2022-17:36:50","\\usni25pxed\physicaldisk(0 c:)\% idle time","96.8212732020706"
"03_08_2022-17:36:50","\\usni25pxed\physicaldisk(_total)\% idle time","96.8212732020706"
"03_08_2022-17:36:50","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0003073"
"03_08_2022-17:36:50","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000855153571428571"
"03_08_2022-17:36:50","\\usni25pxed\memory\pages/sec","48.270074415708"
"03_08_2022-17:36:50","\\usni25pxed\memory\available mbytes","21547"
"03_08_2022-17:36:50","\\usni25pxed\processor(_total)\% processor time","47.8218321515216"
"03_08_2022-17:36:50","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","823455.946218074"
"03_08_2022-17:36:50","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:50","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:50","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:50","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:50","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0239866207020287"
"03_08_2022-17:36:50","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0239866207020287"
"03_08_2022-17:36:51","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.5171848950679"
"03_08_2022-17:36:51","\\usni25pxed\physicaldisk(_total)\% idle time","97.5171848950679"
"03_08_2022-17:36:51","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:51","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00028386170212766"
"03_08_2022-17:36:51","\\usni25pxed\memory\pages/sec","37.4798797914543"
"03_08_2022-17:36:51","\\usni25pxed\memory\available mbytes","22230"
"03_08_2022-17:36:51","\\usni25pxed\processor(_total)\% processor time","58.9014926772808"
"03_08_2022-17:36:51","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","155087.898486803"
"03_08_2022-17:36:51","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:51","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:51","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:51","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:51","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.025886806499249"
"03_08_2022-17:36:51","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.025886806499249"
"03_08_2022-17:36:52","\\usni25pxed\physicaldisk(0 c:)\% idle time","98.927920417645"
"03_08_2022-17:36:52","\\usni25pxed\physicaldisk(_total)\% idle time","98.927920417645"
"03_08_2022-17:36:52","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:52","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00077365625"
"03_08_2022-17:36:52","\\usni25pxed\memory\pages/sec","101.892426715057"
"03_08_2022-17:36:52","\\usni25pxed\memory\available mbytes","21879"
"03_08_2022-17:36:52","\\usni25pxed\processor(_total)\% processor time","100"
"03_08_2022-17:36:52","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","12785.5248933072"
"03_08_2022-17:36:52","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:52","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:52","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:52","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:52","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.00982840946937043"
"03_08_2022-17:36:52","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.00982840946937043"
"03_08_2022-17:36:53","\\usni25pxed\physicaldisk(0 c:)\% idle time","96.4134095836253"
"03_08_2022-17:36:53","\\usni25pxed\physicaldisk(_total)\% idle time","96.4134095836253"
"03_08_2022-17:36:53","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:36:53","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","3.35467953135768E-05"
"03_08_2022-17:36:53","\\usni25pxed\memory\pages/sec","57.0024842527119"
"03_08_2022-17:36:53","\\usni25pxed\memory\available mbytes","21688"
"03_08_2022-17:36:53","\\usni25pxed\processor(_total)\% processor time","99.4501113185848"
"03_08_2022-17:36:53","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","42161.4300501756"
"03_08_2022-17:36:53","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:53","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:53","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:53","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:53","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0360247648042527"
"03_08_2022-17:36:53","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0360247648042527"
"03_08_2022-17:36:54","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.4591276565513"
"03_08_2022-17:36:54","\\usni25pxed\physicaldisk(_total)\% idle time","97.4591276565513"
"03_08_2022-17:36:54","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0004178"
"03_08_2022-17:36:54","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.0004455"
"03_08_2022-17:36:54","\\usni25pxed\memory\pages/sec","46.988957211472"
"03_08_2022-17:36:54","\\usni25pxed\memory\available mbytes","21578"
"03_08_2022-17:36:54","\\usni25pxed\processor(_total)\% processor time","91.0116414343867"
"03_08_2022-17:36:54","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","110530.493819418"
"03_08_2022-17:36:54","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:36:54","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:36:54","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:36:54","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:36:54","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0236423072402163"
"03_08_2022-17:36:54","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0236423072402163"
"03_08_2022-17:36:55","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.3931036748355"
"03_08_2022-17:36:55","\\usni25pxed\physicaldisk(_total)\% idle time","97.3931036748355"
"03_08_2022-17:36:55","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0033407"
"03_08_2022-17:36:55","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000366682857142857"
"03_08_2022-17:36:55","\\usni25pxed\memory\pages/sec","29.6853560060847"
"03_08_2022-17:36:55","\\usni25pxed\memory\available mbytes","21502"
