"TimeStamp","Path","Value"
"03_08_2022-17:34:51","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","259.234428884618"
"03_08_2022-17:34:51","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:51","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:51","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:51","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:51","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.143741185693768"
"03_08_2022-17:34:51","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.143741185693768"
"03_08_2022-17:34:52","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.5624284542451"
"03_08_2022-17:34:52","\\usni25pxed\physicaldisk(_total)\% idle time","97.5624284542451"
"03_08_2022-17:34:52","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.000348977070063694"
"03_08_2022-17:34:52","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","5.16212121212121E-05"
"03_08_2022-17:34:52","\\usni25pxed\memory\pages/sec","2726.18459350794"
"03_08_2022-17:34:52","\\usni25pxed\memory\available mbytes","21901"
"03_08_2022-17:34:52","\\usni25pxed\processor(_total)\% processor time","29.3575520242806"
"03_08_2022-17:34:52","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","45065.8983948272"
"03_08_2022-17:34:52","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:52","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:52","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:52","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:52","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0555624990372825"
"03_08_2022-17:34:52","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0555624990372825"
"03_08_2022-17:34:53","\\usni25pxed\physicaldisk(0 c:)\% idle time","96.3020067851988"
"03_08_2022-17:34:53","\\usni25pxed\physicaldisk(_total)\% idle time","96.3020067851988"
"03_08_2022-17:34:53","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.000173682608695652"
"03_08_2022-17:34:53","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00117737391304348"
"03_08_2022-17:34:53","\\usni25pxed\memory\pages/sec","960.446384870978"
"03_08_2022-17:34:53","\\usni25pxed\memory\available mbytes","21809"
"03_08_2022-17:34:53","\\usni25pxed\processor(_total)\% processor time","26.4205903050396"
"03_08_2022-17:34:53","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","13224.5324495003"
"03_08_2022-17:34:53","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:53","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:53","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:53","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:53","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0385294164103078"
"03_08_2022-17:34:53","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0385294164103078"
"03_08_2022-17:34:54","\\usni25pxed\physicaldisk(0 c:)\% idle time","98.4497002129942"
"03_08_2022-17:34:54","\\usni25pxed\physicaldisk(_total)\% idle time","98.4497002129942"
"03_08_2022-17:34:54","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0005385"
"03_08_2022-17:34:54","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000188905333333333"
"03_08_2022-17:34:54","\\usni25pxed\memory\pages/sec","14.8525836514839"
"03_08_2022-17:34:54","\\usni25pxed\memory\available mbytes","21749"
"03_08_2022-17:34:54","\\usni25pxed\processor(_total)\% processor time","13.3606493178711"
"03_08_2022-17:34:54","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","9820.52831036117"
"03_08_2022-17:34:54","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:54","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:54","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:54","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:54","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0147504732241334"
"03_08_2022-17:34:54","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0147504732241334"
"03_08_2022-17:34:55","\\usni25pxed\physicaldisk(0 c:)\% idle time","99.9398103088401"
"03_08_2022-17:34:55","\\usni25pxed\physicaldisk(_total)\% idle time","99.9398103088401"
"03_08_2022-17:34:55","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:34:55","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00014408"
"03_08_2022-17:34:55","\\usni25pxed\memory\pages/sec","0"
"03_08_2022-17:34:55","\\usni25pxed\memory\available mbytes","21713"
"03_08_2022-17:34:55","\\usni25pxed\processor(_total)\% processor time","2.91269475002551"
"03_08_2022-17:34:55","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","1147.09031228308"
"03_08_2022-17:34:55","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:55","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:55","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:55","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:55","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.000722982216343457"
"03_08_2022-17:34:55","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.000722982216343457"
"03_08_2022-17:34:56","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.7545275098849"
"03_08_2022-17:34:56","\\usni25pxed\physicaldisk(_total)\% idle time","97.7545275098849"
"03_08_2022-17:34:56","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:34:56","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00051505"
"03_08_2022-17:34:56","\\usni25pxed\memory\pages/sec","0"
"03_08_2022-17:34:56","\\usni25pxed\memory\available mbytes","21673"
"03_08_2022-17:34:56","\\usni25pxed\processor(_total)\% processor time","4.81681094425019"
"03_08_2022-17:34:56","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","603.895221266432"
"03_08_2022-17:34:56","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:56","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:56","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:56","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:56","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0222525087951386"
"03_08_2022-17:34:56","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0222525087951386"
"03_08_2022-17:34:57","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.8017391338775"
"03_08_2022-17:34:57","\\usni25pxed\physicaldisk(_total)\% idle time","97.8017391338775"
"03_08_2022-17:34:57","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.00357696666666667"
"03_08_2022-17:34:57","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000773513333333333"
"03_08_2022-17:34:57","\\usni25pxed\memory\pages/sec","16.8239574737858"
"03_08_2022-17:34:57","\\usni25pxed\memory\available mbytes","22027"
"03_08_2022-17:34:57","\\usni25pxed\processor(_total)\% processor time","12.4281014974803"
"03_08_2022-17:34:57","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","1118.29834972812"
"03_08_2022-17:34:57","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:57","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:57","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:57","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:57","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0221800687992692"
"03_08_2022-17:34:57","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0221800687992692"
"03_08_2022-17:34:58","\\usni25pxed\physicaldisk(0 c:)\% idle time","98.6768383098323"
"03_08_2022-17:34:58","\\usni25pxed\physicaldisk(_total)\% idle time","98.6768383098323"
"03_08_2022-17:34:58","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:34:58","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000475153846153846"
"03_08_2022-17:34:58","\\usni25pxed\memory\pages/sec","27.8327446873503"
"03_08_2022-17:34:58","\\usni25pxed\memory\available mbytes","21969"
"03_08_2022-17:34:58","\\usni25pxed\processor(_total)\% processor time","23.9089600833237"
"03_08_2022-17:34:58","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","6302.12861849289"
"03_08_2022-17:34:58","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:58","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:58","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:58","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:58","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0123499795268516"
"03_08_2022-17:34:58","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0123499795268516"
"03_08_2022-17:34:59","\\usni25pxed\physicaldisk(0 c:)\% idle time","96.9886246267883"
"03_08_2022-17:34:59","\\usni25pxed\physicaldisk(_total)\% idle time","96.9886246267883"
"03_08_2022-17:34:59","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0001696"
"03_08_2022-17:34:59","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","1.87269230769231E-05"
"03_08_2022-17:34:59","\\usni25pxed\memory\pages/sec","123.424791103541"
"03_08_2022-17:34:59","\\usni25pxed\memory\available mbytes","21586"
"03_08_2022-17:34:59","\\usni25pxed\processor(_total)\% processor time","95.5957716882648"
"03_08_2022-17:34:59","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","4563.77858532855"
"03_08_2022-17:34:59","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:34:59","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:34:59","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:34:59","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:34:59","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0335071910300292"
"03_08_2022-17:34:59","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0335071910300292"
"03_08_2022-17:35:00","\\usni25pxed\physicaldisk(0 c:)\% idle time","91.2504931255"
"03_08_2022-17:35:00","\\usni25pxed\physicaldisk(_total)\% idle time","91.2504931255"
"03_08_2022-17:35:00","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0002554"
"03_08_2022-17:35:00","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00046627135678392"
"03_08_2022-17:35:00","\\usni25pxed\memory\pages/sec","60.0044872105592"
"03_08_2022-17:35:00","\\usni25pxed\memory\available mbytes","21440"
"03_08_2022-17:35:00","\\usni25pxed\processor(_total)\% processor time","95.7914995446449"
"03_08_2022-17:35:00","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","78400.5503911589"
"03_08_2022-17:35:00","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:00","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:00","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:00","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:00","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0875153069297636"
"03_08_2022-17:35:00","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0875153069297636"
"03_08_2022-17:35:01","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.2490419743152"
"03_08_2022-17:35:01","\\usni25pxed\physicaldisk(_total)\% idle time","97.2490419743152"
"03_08_2022-17:35:01","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.00106720833333333"
"03_08_2022-17:35:01","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000235458333333333"
"03_08_2022-17:35:01","\\usni25pxed\memory\pages/sec","51.6576236022888"
"03_08_2022-17:35:01","\\usni25pxed\memory\available mbytes","21346"
"03_08_2022-17:35:01","\\usni25pxed\processor(_total)\% processor time","39.6577383391572"
"03_08_2022-17:35:01","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","67757.9140969483"
"03_08_2022-17:35:01","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:01","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:01","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:01","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:01","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0270114814069753"
"03_08_2022-17:35:01","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0270114814069753"
"03_08_2022-17:35:02","\\usni25pxed\physicaldisk(0 c:)\% idle time","99.5589161440974"
"03_08_2022-17:35:02","\\usni25pxed\physicaldisk(_total)\% idle time","99.5589161440974"
"03_08_2022-17:35:02","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0003819"
"03_08_2022-17:35:02","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000123589473684211"
"03_08_2022-17:35:02","\\usni25pxed\memory\pages/sec","63.4480778603088"
"03_08_2022-17:35:02","\\usni25pxed\memory\available mbytes","21303"
"03_08_2022-17:35:02","\\usni25pxed\processor(_total)\% processor time","40.3570609902931"
"03_08_2022-17:35:02","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","127702.144584687"
"03_08_2022-17:35:02","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:02","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:02","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:02","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:02","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.00276857255714419"
"03_08_2022-17:35:02","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.00276857255714419"
"03_08_2022-17:35:03","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.3527443361754"
"03_08_2022-17:35:03","\\usni25pxed\physicaldisk(_total)\% idle time","97.3527443361754"
"03_08_2022-17:35:03","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.00038145"
"03_08_2022-17:35:03","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000265616326530612"
"03_08_2022-17:35:03","\\usni25pxed\memory\pages/sec","16.8861585846697"
"03_08_2022-17:35:03","\\usni25pxed\memory\available mbytes","21264"
"03_08_2022-17:35:03","\\usni25pxed\processor(_total)\% processor time","31.7034006342097"
"03_08_2022-17:35:03","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","289700.923285486"
"03_08_2022-17:35:03","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:03","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:03","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:03","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:03","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0268160761154921"
"03_08_2022-17:35:03","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0268160761154921"
"03_08_2022-17:35:04","\\usni25pxed\physicaldisk(0 c:)\% idle time","96.5735789442131"
"03_08_2022-17:35:04","\\usni25pxed\physicaldisk(_total)\% idle time","96.5735789442131"
"03_08_2022-17:35:04","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0003159"
"03_08_2022-17:35:04","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.0008404325"
"03_08_2022-17:35:04","\\usni25pxed\memory\pages/sec","14.8895094174658"
"03_08_2022-17:35:04","\\usni25pxed\memory\available mbytes","21240"
"03_08_2022-17:35:04","\\usni25pxed\processor(_total)\% processor time","32.3419983209589"
"03_08_2022-17:35:04","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","196571.303329384"
"03_08_2022-17:35:04","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:04","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:04","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:04","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:04","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0338112982513396"
"03_08_2022-17:35:04","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0338112982513396"
"03_08_2022-17:35:05","\\usni25pxed\physicaldisk(0 c:)\% idle time","99.737951663458"
"03_08_2022-17:35:05","\\usni25pxed\physicaldisk(_total)\% idle time","99.737951663458"
"03_08_2022-17:35:05","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:35:05","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","3.86114754098361E-05"
"03_08_2022-17:35:05","\\usni25pxed\memory\pages/sec","2.98328584273748"
"03_08_2022-17:35:05","\\usni25pxed\memory\available mbytes","21524"
"03_08_2022-17:35:05","\\usni25pxed\processor(_total)\% processor time","28.9148442347775"
"03_08_2022-17:35:05","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","169221.917286212"
"03_08_2022-17:35:05","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:05","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:05","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:05","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:05","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.00244079250926795"
"03_08_2022-17:35:05","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.00244079250926795"
"03_08_2022-17:35:06","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.7170365025411"
"03_08_2022-17:35:06","\\usni25pxed\physicaldisk(_total)\% idle time","97.7170365025411"
"03_08_2022-17:35:06","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0003029"
"03_08_2022-17:35:06","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.001098085"
"03_08_2022-17:35:06","\\usni25pxed\memory\pages/sec","13.9303801391784"
"03_08_2022-17:35:06","\\usni25pxed\memory\available mbytes","21475"
"03_08_2022-17:35:06","\\usni25pxed\processor(_total)\% processor time","22.0717780558896"
"03_08_2022-17:35:06","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","177737.720195778"
"03_08_2022-17:35:06","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:06","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:06","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:06","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:06","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0228186900429181"
"03_08_2022-17:35:06","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0228186900429181"
"03_08_2022-17:35:07","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.7486029593675"
"03_08_2022-17:35:07","\\usni25pxed\physicaldisk(_total)\% idle time","97.7486029593675"
"03_08_2022-17:35:07","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:35:07","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000439935294117647"
"03_08_2022-17:35:07","\\usni25pxed\memory\pages/sec","7.95061001552257"
"03_08_2022-17:35:07","\\usni25pxed\memory\available mbytes","21423"
"03_08_2022-17:35:07","\\usni25pxed\processor(_total)\% processor time","25.2585920446536"
"03_08_2022-17:35:07","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","200106.915828184"
"03_08_2022-17:35:07","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:07","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:07","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:07","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:07","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0224185499045745"
"03_08_2022-17:35:07","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0224185499045745"
"03_08_2022-17:35:08","\\usni25pxed\physicaldisk(0 c:)\% idle time","96.7395392190554"
"03_08_2022-17:35:08","\\usni25pxed\physicaldisk(_total)\% idle time","96.7395392190554"
"03_08_2022-17:35:08","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.011138"
"03_08_2022-17:35:08","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.00286581111111111"
"03_08_2022-17:35:08","\\usni25pxed\memory\pages/sec","25.706241920454"
"03_08_2022-17:35:08","\\usni25pxed\memory\available mbytes","21358"
"03_08_2022-17:35:08","\\usni25pxed\processor(_total)\% processor time","20.6378694724221"
"03_08_2022-17:35:08","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","91073.2603177193"
"03_08_2022-17:35:08","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:08","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:08","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:08","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:08","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0365575173398895"
"03_08_2022-17:35:08","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0365575173398895"
"03_08_2022-17:35:09","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.6365920226338"
"03_08_2022-17:35:09","\\usni25pxed\physicaldisk(_total)\% idle time","97.6365920226338"
"03_08_2022-17:35:09","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0"
"03_08_2022-17:35:09","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000182455434782609"
"03_08_2022-17:35:09","\\usni25pxed\memory\pages/sec","51.499920323681"
"03_08_2022-17:35:09","\\usni25pxed\memory\available mbytes","21599"
"03_08_2022-17:35:09","\\usni25pxed\processor(_total)\% processor time","36.9294160264288"
"03_08_2022-17:35:09","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","154725.568314001"
"03_08_2022-17:35:09","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:09","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:09","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:09","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:09","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0168713535764086"
"03_08_2022-17:35:09","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0168713535764086"
"03_08_2022-17:35:10","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.3852619004976"
"03_08_2022-17:35:10","\\usni25pxed\physicaldisk(_total)\% idle time","97.3852619004976"
"03_08_2022-17:35:10","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.0004187"
"03_08_2022-17:35:10","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","0.000394728125"
"03_08_2022-17:35:10","\\usni25pxed\memory\pages/sec","7.92898405431751"
"03_08_2022-17:35:10","\\usni25pxed\memory\available mbytes","21570"
"03_08_2022-17:35:10","\\usni25pxed\processor(_total)\% processor time","10.9518683419254"
"03_08_2022-17:35:10","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\bytes total/sec","19203.999379557"
"03_08_2022-17:35:10","\\usni25pxed\network interface(intel[r] wi-fi 6 ax201 160mhz)\output queue length","0"
"03_08_2022-17:35:10","\\usni25pxed\logicaldisk(c:)\% free space","61.9991472229397"
"03_08_2022-17:35:10","\\usni25pxed\logicaldisk(harddiskvolume1)\avg. disk queue length","0"
"03_08_2022-17:35:10","\\usni25pxed\logicaldisk(harddiskvolume2)\avg. disk queue length","0"
"03_08_2022-17:35:10","\\usni25pxed\logicaldisk(c:)\avg. disk queue length","0.0257292171634101"
"03_08_2022-17:35:10","\\usni25pxed\logicaldisk(_total)\avg. disk queue length","0.0257292171634101"
"03_08_2022-17:35:11","\\usni25pxed\physicaldisk(0 c:)\% idle time","97.3512625364549"
"03_08_2022-17:35:11","\\usni25pxed\physicaldisk(_total)\% idle time","97.3512625364549"
"03_08_2022-17:35:11","\\usni25pxed\physicaldisk(_total)\avg. disk sec/read","0.000192566666666667"
"03_08_2022-17:35:11","\\usni25pxed\physicaldisk(_total)\avg. disk sec/write","9.41570512820513E-05"
